Unnamed: 0,Greek Entry,Entry,Definition
1817,ἄλλος,"אַלֹּון, ", (ἄλλος acc. ) another. Gen. R. s. 81 in Greek allon means אַחֵר; Pesik. Zakh. p. 24a א' תרי (read אַחֵר) another (one more). | 
1936,ἄλφα,"אלפ""א","1) ch. Alfa = Alef.  Cant. R. beg. the poet כד עביד א' בית""א when writing alphabetical acrostics. Lam. R. introd. (R. Ḥama b. Ḥ.) מן תלתא תלתא פסוקי בא' בית""א belonging to the alphab. acrostics (in Lamentations) of three verses for each letter.; a. fr.—2) (ἄλφα) Alpha, the first letter of the Greek Alphabet.  Shek. III, 2. Men. VIII, 1 א' לסולת best quality of flour. Ib. 6. | "
2088,ἄμβικος,"אַנְבַּג,  אַנְבְּגָא,  אַנְפַּק,  אַנְפְּקָא"," (v. נַבְגָּא; whence ἄμβικος, ἄμβιξ, ambiga) a small cup; a measure containing one fourth of a Log.  B. Bath. 58b on the gates of … it is written, אנבג אנפק וכ' (Ms. differ. order) Anbag, Anpak a. Antal (as the same measures). Kid. 70a לישתי מר אנבגא will you take a cup (of wine &c.)? [Popular pronunciation: anpak.] Sabb. 109b אנפקא; a. e. | "
2088,ἄμβιξ,"אַנְבַּג,  אַנְבְּגָא,  אַנְפַּק,  אַנְפְּקָא"," (v. נַבְגָּא; whence ἄμβικος, ἄμβιξ, ambiga) a small cup; a measure containing one fourth of a Log.  B. Bath. 58b on the gates of … it is written, אנבג אנפק וכ' (Ms. differ. order) Anbag, Anpak a. Antal (as the same measures). Kid. 70a לישתי מר אנבגא will you take a cup (of wine &c.)? [Popular pronunciation: anpak.] Sabb. 109b אנפקא; a. e. | "
22093,ἄμυλον,עָמִיל," (עָמַל; v. עֲמֵילָה) well-worked dough; עֲמִילָן של טבחים dough which cooks use to place over the pot.  Pes. III, 1, defined ib. 42b פת תבואה וכ' bread made of grain not yet one-third ripe, which is put over the pot to absorb the froth; Y. ib. III, 29d מביא מלילות וכ' one takes ears not yet one-third full &c. B. Mets. 86b הללו לע' של ט' (these quantities of flour) were used for the cooks’ dough only.—[Ἄμυλον, which is referred to by Mus. to Ar., corresponds to our word neither in form nor in meaning (v. Sachs Beitr. I, 148), besides this etymology is contradicted by פת עֲמֵילָה.] | "
10473,ἄμωμον,(חִימּוּם) חֲמָם," (v. next w.; cmp. ἄμωμον, v. Sm. Ant. s. v.) amomum, an Indian (also Syriac) spice.  Ukts. III, 5 (some ed. incorr. חמס); Nidd. 51b חימות (corr. acc.); Sifré Deut. 107 חימום; Y. Erub. IX, end, 25d חכם (corr. acc.); Y. Ḥag. III, 79c חמה (corr. acc.).—Gen. R. s. 45, beg. הִ' היא צריכה (הימוס, corr. acc.) she needs amomum (as medicine for sterility). Cmp. הִימַלְתָּא, אַמִּיתָא. | "
2314,ἄνθρωπος,אַנְתְּרוֹפִּי,"anthropeus (man), an assumed form for ἄνθρωπος, for the purpose of deriving another assumed form (אַנְתְּרוֹפִּיָּא) anthropeia (woman).  Gen. R. s. 18; s. 31 did you ever hear people say gynios and gyneia (from γύνη, woman), or anthropeus, anthropeia, gabra (man) gabratha (woman)? but you do say (in Hebrew) ish and ish-sha, both of the same root (as an evidence of the primitiveness of the Hebrew language). | "
2204,ἄντλεία,"אַנְטְלַיָּא,  אַנְטִילַיָּיא"," (of אנטל; from which Greek ἄντλος, ἄντλον &c. and our w. ἄντλεία, antlia) baling out bilge-water, pump (with wheels and buckets).  Ruth R. to II, 19 גלגל אנטי'; Lev. R. s. 34 אנטל' (ed. אנטילא, corr. acc.) the pumping wheel. Tosef. Makhsh. III, 4 מפני א' שלהן on account of their baling machine (besprinkling the wheat). Ib. Mikv. IV, 2 אנטיליא. | "
2204,ἄντλον,"אַנְטְלַיָּא,  אַנְטִילַיָּיא"," (of אנטל; from which Greek ἄντλος, ἄντλον &c. and our w. ἄντλεία, antlia) baling out bilge-water, pump (with wheels and buckets).  Ruth R. to II, 19 גלגל אנטי'; Lev. R. s. 34 אנטל' (ed. אנטילא, corr. acc.) the pumping wheel. Tosef. Makhsh. III, 4 מפני א' שלהן on account of their baling machine (besprinkling the wheat). Ib. Mikv. IV, 2 אנטיליא. | "
2204,ἄντλος,"אַנְטְלַיָּא,  אַנְטִילַיָּיא"," (of אנטל; from which Greek ἄντλος, ἄντλον &c. and our w. ἄντλεία, antlia) baling out bilge-water, pump (with wheels and buckets).  Ruth R. to II, 19 גלגל אנטי'; Lev. R. s. 34 אנטל' (ed. אנטילא, corr. acc.) the pumping wheel. Tosef. Makhsh. III, 4 מפני א' שלהן on account of their baling machine (besprinkling the wheat). Ib. Mikv. IV, 2 אנטיליא. | "
2932,ἄξιος,"אַקְסְיוֹס,  אַכְסְיוֹס"," (ἄξιος) worthy, adequate.  Gen. R. s. 46 ‘I am God Shadday’ (Gen. XVII, 1)  is translated by Aquila אקווס ואקנוס Ar. (ed. אכסיוס, אכסיוט, corr. acc.) ἄξιος and (καὶ) ἵκανος, adequate and sufficient (competent); cmp. ibid. דייך וכ' it is sufficient for thee that I am thy protector. | "
2932,ἄξιος,"אַקְסְיוֹס,  אַכְסְיוֹס"," (ἄξιος) worthy, adequate.  Gen. R. s. 46 ‘I am God Shadday’ (Gen. XVII, 1)  is translated by Aquila אקווס ואקנוס Ar. (ed. אכסיוס, אכסיוט, corr. acc.) ἄξιος and (καὶ) ἵκανος, adequate and sufficient (competent); cmp. ibid. דייך וכ' it is sufficient for thee that I am thy protector. | "
2797,ἄπρατος,"אַפְּרַגְיָא,  אַפְּרַגְזְיָא,  אַפְּרַגְסְיָא"," (ἀπραγία, ἀπραξία) inactivity, cessation of labor, holiday.  Pesik. Sh’mini, p. 195a (v. Buber note 66 to p. 193a) if both of us open (sales) at the same time הרי אנו עושין אפרגיא במדינה (Ar. Var. אפרגיזא, אפרגינה, read אפרגזיא) we shall create a cessation of labor in the district (as all the laboring people will run to the market town on one and the same day; Yalk. Num. 782 זול from misunderstanding); Cant. R. to VII, 2 אפרגייס (read אפרגייא or אפרגסייא). Pesik. R. s. 41 R. Yonathan … had goods with him והייתה אפרגיס (corr. acc.) and there was inactivity and dull business in consequence thereof [for which Yalk. Ps. 758 ולא היה יכול למוכרה—prob. to be read אַפְּרַטוֹס ἄπρατος unsaleable]. | "
1904,ἄρα,אָלַם," , v. אָלַל)  1) [to surround]; to connect, tie (cmp. אסר.  חגר); intr. to be tied up, excluded, lonely, mute; v. אִלֵּם, אַלְמֹון II, אַלְמָנָה, אוּלָם.—2)to grow, be strong, v. אֲלַם.  Cmp. אַלְמֹון I. [Cmp. אֵלֶם Ps. LVIII, 2, LXX ἄρα, a. v. אוּלָם I.] | "
28418,ἄραδος,רוֹדוֹס," (a corrupt. of Ἄραδος) Aradus, v. אַרְוָוד.  Y. Meg. I, 71b bot. (expl. ארודי, Gen. X, 18) ר'; [The context forbids thinking of Rhodus].—[Y. Yeb. VIII, 9b bot. ברודוס, read with Y. Kidd. IV, 66b top, a. Y. Bicc. I, 64a בדָרוֹם.] | "
2998,ἄργυρον,*אַרְגְּרֹון," (read אַרְגוּרֹון) m. (ἄργυρον) a small silver coin, also called milliarium.  Y. Peah VIII, 21a top ובלבד וכ' provided you do not refuse him his customary argyron (the beggar’s penny); v. B. Bath. 9a | "
3117,ἄριστον,"אֲרִיסְטוֹן, "," (ἄριστον) orig. morning meal, later principal meal, dinner, repast. Y. Ber. IV, 7b אין הווה לכון א' כ' if ye are invited to a dinner, and the day is advanced, &c. Y. Snh. III, 21c top גו א' during dinner. Ib. VI, 23c; a. fr. | "
3234,ἄρκαι,"אַרְקָא, "," (Ἄρκη, Ἄρκαι) Arca, also called A. Cæsarea, Cæs.  Libani, at the North-Western foot of Mount Lebanon. Gen. R. s. 37 (interpreting הערקי Gen. X, 17) א' דליבנן (some ed. ארקס). [Cmp. ערקת לבנה Bekh. 57b, v. Neub. Géogr. p. 33; 299.] | "
3234,ἄρκη,"אַרְקָא, "," (Ἄρκη, Ἄρκαι) Arca, also called A. Cæsarea, Cæs.  Libani, at the North-Western foot of Mount Lebanon. Gen. R. s. 37 (interpreting הערקי Gen. X, 17) א' דליבנן (some ed. ארקס). [Cmp. ערקת לבנה Bekh. 57b, v. Neub. Géogr. p. 33; 299.] | "
2068,ἄρχοντα,"*אֲמַרְכֹּול,  (אַמַּ') אֲמַרְכָּל","; in Y. Dial.  מַרְכָּל, מַרְכֹּול m. (= מלכל; fr. מלך; ר for ל for euphony) counsellor, officer &c. Targ. Is. XXII, 23 (h. text יתד, LXX ἄρχοντα). Targ. Y. Num. I, 6 sq. (corresponding to ראש בית אב, נשיא, פקיד &c.; O. ib. III, 32 אַמַרְכְּלָא); a. fr.—Esp. Amarkal, one of the seven Temple trustees superintending the cashiers. Tosef. Shek. II, 15 (etymol. מר על הכל mastering all, v. מַר; cmp. Hor. 13a אמר כולא). Y. ib. V, 49a; a. fr.—Pl. (h.) אֲמַרְכְּלִים, אֲמַרְכְּלִין (ch.) אֲמַרְכְּלַיָּא, אֲמַרְכֹּולִין &c. Targ. II Kings XXII, 4 (h. text שמרי הסף); a. fr.—Shek. V, 2. Tosef. l. c.; Y. l. c. (= פקידים II Chr. XXXI, 13); a. e. V. מלך a. deriv. | "
3138,ἄρχων,"אַרְכוֹנְטוֹס,  אַרְכוֹנְטָס"," (ἄρχων, -οντος) archont, city-magistrate, prefect.  Y. Taan. IV, 69a top. Lam. R. to II, 2; IV, 18. Gen. R. s. 76 ארכוננוס (corr. acc.). [The office of a city mayor or senator in the Roman days was often ruinous to its occupants; v. Sm. Ant. s. v. Senatus.] | "
3156,ἄρχων,"אַרְכָן, "," (ארך, an adaptation of ἄρχων) elder, magistrate.  B. Bath. 164b a letter of divorce dated בשנת פלוני א' (Var. עַרְכָן, עַרְכָאן v. Rabb. D. S. a. l. note 3 sq.; cmp. עַרְכִי) in the year when—was magistrate; v. דּוּגִין.—Pl. אַרְכוֹנוֹת. Cant. R. to VII, 9. Ch. אַרְכוֹן, אַרְכוֹנָא. | "
3708,ἄσαρον,"*בּוּכַּרְיָא,  בּוּכַּרְיָה,  (בַּכַּרְיָא"," (m. pl.?) f. (baccar, baccaris; βάκχαρις = ἄσαρον; v. Sm. Ant. s. v. Asaron, Löw Pfl. p. 370) baccar, an aromatic plant supposed to be hazelwort or spike-nard.  Shebi. VII, 2 (Ms. M. כובריא). Tosef. Kil. III, 12 בורכייר ed. Zuck. (oth. ed. ברכוייר, ברכוייד). | "
2437,ἄσημος,אֲסִימוֹן," (ἄσημος, -ον) uncoined metal, bulion.  B. Mets. IV, 1 א' קונה וכ' the uncoined metal buys the coined, i.e. by delivering the uncoined, which is considered as goods, the purchase is concluded. Ib. 47b; a. fr. | "
2460,ἄσιλλα,"אָסֵל,  אָסֵיל"," (סלל; cmp. Gr.  ἄσιλλα) a pole or yoke carried on two or, more commonly, on one shoulder. Par. VII, 5 וקושרו בא' and fastens the bucket to the pole. Kel. XVII, 16 הא' שיש בו וכ' a carrying yoke in which there is a (hidden) receptacle for money; Koh. R. to IX, 13 אסיל. | "
2517,ἄσπροι,אֶסְפָּר," (ספר, cmp. אֶסְפּוֹר) Espar, a Hebrew name for Sestertius (cmp. אִיסָר &c.).  . Maas. Sh. II, 9 (Ms. M. אצטרי, v. אִיסְתִּירָא, Asheri אצפרי); Eduy. I, 10 (he must exchange the fourth Denar) ארבעה א' כסף Ms. M. (ed. ארבע) for four sestertii. [Oth. opinions (v. comment.), ἄσπροι, supposed to be worth one fifth of a Denar. There is, however, no evidence of ἄσπροι being used in this sense in the days of the Mishnah.] | "
2517,ἄσπροι,אֶסְפָּר," (ספר, cmp. אֶסְפּוֹר) Espar, a Hebrew name for Sestertius (cmp. אִיסָר &c.).  . Maas. Sh. II, 9 (Ms. M. אצטרי, v. אִיסְתִּירָא, Asheri אצפרי); Eduy. I, 10 (he must exchange the fourth Denar) ארבעה א' כסף Ms. M. (ed. ארבע) for four sestertii. [Oth. opinions (v. comment.), ἄσπροι, supposed to be worth one fifth of a Denar. There is, however, no evidence of ἄσπροι being used in this sense in the days of the Mishnah.] | "
2520,ἄσπρος,*אַסְפְּרוֹן," (ἄσπρος, ον) white, opp. מוורון (μαυρός) black.  Gen. R. s. 7 מוו' וחד א' Ar. (ed. מיירן) a white fish and a black fish; (Yalk. Gen. 12 חיוור a. אוכם; Y. Kil. I, 27a bot. לכיסא a. ירוקא). | "
1101,ἄτακτοι,*אטקטיא,", prob. אֲטַקְטִין or אֲטַקְטֵי m. pl. (ἄτακτοι) undisciplined, irregular troops.  Pesik. Ekhah p. 122b (explaining: ‘thy princes are rebels’ Is. I, 23) אדוניך מריונים דהוו מזיינין א' ‘thy lords are rebels’—for they equipped irregulars. [This seems to be the proper version restored from Ar. a. Var.; v. Pesik. l. c. note 75.] | "
1241,ἄτονος,"*איינים,  אייניס"," Y. Dem. VII, 26b, R. S. to Dem. VII, 3 אטימויי', אטימוס, prob. אֲטֹונֹוס m. (ἄτονος) languid, feeble.  | "
2749,ἄφες,"אָפֵס,   ,  (אָפֶס)"," , v. פסס to cut off)  1)to be gone. —[As a noun: there is an end of …] B. Bath. 111a אפס (דברי) זכריה (v. Rabb. D. S. a. l.) (the words of) Zachariah (to whom you refer as an authority) are (is) gone, i.e. they are no authority.—2) homiletically used as though a Greek word (ἄφες) let go, leave alone.  Pesik. Vattomer p. 130a (ref. to heäfes, Ps. LXXVII, 9) לשון יוני הוא כמד""א אָפֵיס it is a Greek word, as if you were to say, afes (let alone); Lam. R. to I, 2 וכמד""א אמר אפס (strike out ואמר, a. read אפיס); Ex. R. s. 45 לשון יוני אפס הניח in Greek aphes means, (he) let go; Yalk. Ps. 816.—[Gen. R. s. 40 (ref. to efes Jud. IV, 9); omitted in Yalk. Gen. 67,—an interpolation from passages quoted above.] | "
182,ἀβάσκαντα,אֲבַסְקַנְטָה," (ἀβάσκαντα) unbewitched! may no harm befall you! Y. Ab. Zar. I, end, 40b א' לא אמר he did not say abascanta, but etc. Y. Ber. IV, 13c top (corr. acc.).  | "
637,ἀβερτή,אֲוִירְטָא," (averta, ἀβερτή) knapsack. —Pl. אֲוִירְטִין. Tosef. Kel. B. Bath. IV, 10. | "
214,ἀβραμίς,"אברומא,  אבדומא","hash or brine of a certain fish (Ἀβραμίς?).  Succ. 18a (Ms. M. a. ed. אבד', v. Rabb. D. S. a. l.) [Rashi: ‘a very small fish’.] | "
2934,ἀγάλλοχον,*אַקְסִילָאלִיאָיָין," (ξυλαλόη = ἀγάλλοχον) pieces of bitter aloë-wood.  Targ. Ps. XLV, 9 Ar. (ed. אַקְסִיל אַלוּאוֹן combine) (h. text אֲהָלוֹת). | "
2108,ἀγγαρεία,אַנְגַּרְיָא," (ἀγγαρεία, angaria) forced labor, service, esp. seizure for public services or works.  Y. Ber. I, 2d bot. איתצדית בא' וכ' I was pressed into service to carry myrtles &c. B. Mets. VI, 3 (78a) נעשית א' (the ass) was seized for public service. Ib. 78b בא' חוזרת in the case that the animal pressed into service is sent back again. Lev. R. s. 12 שמעון א' במדינתא they heard that seizure for public service was to take place in the country. Esth. R. introd. והלך זו א' hălakh (Ezra IV, 13) means angaria (v. אנגרוטינא). Snh. 101b; a. fr.—Pl. אַנְגַּרְיֹות. Lev. R. s. 23 אע""פ שהן נגבין … וא' though annonæ and angariæ are collected from them. Yalk. Esth. 1051 א' של נשים levies of women (for the king).—Trnsf. בא' as a forced labor, reluctantly. Midr. Till. Ps. CXII.—Pesik. R. s. 21 שלא באנגריס (corr. acc.) not as a forced labor. | "
2105,ἀγγαρευτάς,"אַנְגְּרַבְטֵיס,  אַנְגְּרַוְטָא"," (ἀγγαρευτής, ἀγγαρευτάς) commissioner or superintendent of forced public labor; v. אַנְגַּרְיָא.  Pesik. B’shall. 92b אתמני א' (for Var. v. Bub., note) was appointed angareutes. | "
2105,ἀγγαρευτής,"אַנְגְּרַבְטֵיס,  אַנְגְּרַוְטָא"," (ἀγγαρευτής, ἀγγαρευτάς) commissioner or superintendent of forced public labor; v. אַנְגַּרְיָא.  Pesik. B’shall. 92b אתמני א' (for Var. v. Bub., note) was appointed angareutes. | "
2181,ἀγγοθήκη,*אַנְטִיכִי," (ἀγγοθήκη, ἐγγυθήκη, lat.  mutilat. incitega) a receptacle for vessels, a stand for hanging in kettles, tripods &c. Sabb. III, 4 (41a); Gem. ib. one opin., בי כירי antichi (in the Mishnah) means a vessel suspended between fire places (heated bricks); another opin., בי דודי a metal vessel suspended within a caldron-like vessel, the vacant space beneath being filled with coals. Ib. (in evidence of the latter opin.) א' אע""פ שהיא גרופה וכ' Ms. M. (ed. אע''פ שגרופה וקטומה) an antichi, even when cleaned of coals &c. Y. Sabb. III, 6a bot. Tosef. Bets. III, 20. Y. ib. I, 60c bot. כהדא א' נפלת וכ' as in the case of an antichi which fell &c.—*M. Kat. 28b (in a funeral dirge) גוד גרמא מככא ונמטי מיא לא' take the bone (pin) out of the jaw (the base in which the vessel is suspended) and let water be put into the antichi, i.e. body and soul are now separated, the latter being the vessel going back to the (divine) spring; cmp. Koh. XII, 6 sq.; [Ms. M. … מבבא … לאנטוכיא, v. Rabb. D. S a. l. note.] | "
775,ἀγκαλίς,"אוּנְקְלַי, "," אָנְקְלַי f. (אנק, with ל format. ; = אוּנְקַי; corresp. to b. h. לוּלַי; Greek adapt. ἀγκολη, LXX Ex. XXVI, 10; cmp. אוֹנִי as to contact of the two languages) prop. little (camel’s) neck, hence 1)hook, rack.  Kel. XII, 2 א' של כתפין Ar. (ed. אונקליות, אונקלין with adject. in the sing., corr. acc.) the carriers’ hook attached to their yoke, pole &c. Ib. א' של דרגש the hook of the bedstead (used for fastening the girths to the posts); של נקליטין the rack of the bed-curtain, v. נַקְלִיטִין. Ib. 3 א' שבכותלים hook attached to walls.—T’bul Yom IV, 6 ואנ' שלהם קיימת and the hook (attached to the now broken yoke) remained unimpaired; a. fr.—Pl. אוּנְקְלָאוֹת, אָנְקְ', (אונקלין) אוּנְקְלִיּוֹת. Tam. III, 5; Mid. III, 5; a. fr.—Kel. l. c.; Tosef. ib. B. Mets. II, 4; v. אוּנְקַי.—2) [cmp. ἀγκαλίς in S.] the load carried on the hook, the farmer’s load of sheaves or bunches; cmp. בלונקי.  Tosef. Maas. Sh. IV, 10. כל הא' the whole load. [Ib. 11 אונקולין, אונקלי, read with ed. Zuck. אינפולי].—3) Trnsf. (medic.) bent cartilage, esp. the cartilage (cart. ensiformis) at the end of the sternum which, being bent inside, presses on the stomach and creates nausea &c. Ab. Zar. 29a מעלין א' וכ' you are permitted to lift the cartilage on the Sabbath (by means of a bandage &c.).  Ib. מאי א' וכ' what unklay is meant? Ans. the cartilage in front of the heart; v. אִיסְתּוֹמְכָא. | "
775,ἀγκολη,"אוּנְקְלַי, "," אָנְקְלַי f. (אנק, with ל format. ; = אוּנְקַי; corresp. to b. h. לוּלַי; Greek adapt. ἀγκολη, LXX Ex. XXVI, 10; cmp. אוֹנִי as to contact of the two languages) prop. little (camel’s) neck, hence 1)hook, rack.  Kel. XII, 2 א' של כתפין Ar. (ed. אונקליות, אונקלין with adject. in the sing., corr. acc.) the carriers’ hook attached to their yoke, pole &c. Ib. א' של דרגש the hook of the bedstead (used for fastening the girths to the posts); של נקליטין the rack of the bed-curtain, v. נַקְלִיטִין. Ib. 3 א' שבכותלים hook attached to walls.—T’bul Yom IV, 6 ואנ' שלהם קיימת and the hook (attached to the now broken yoke) remained unimpaired; a. fr.—Pl. אוּנְקְלָאוֹת, אָנְקְ', (אונקלין) אוּנְקְלִיּוֹת. Tam. III, 5; Mid. III, 5; a. fr.—Kel. l. c.; Tosef. ib. B. Mets. II, 4; v. אוּנְקַי.—2) [cmp. ἀγκαλίς in S.] the load carried on the hook, the farmer’s load of sheaves or bunches; cmp. בלונקי.  Tosef. Maas. Sh. IV, 10. כל הא' the whole load. [Ib. 11 אונקולין, אונקלי, read with ed. Zuck. אינפולי].—3) Trnsf. (medic.) bent cartilage, esp. the cartilage (cart. ensiformis) at the end of the sternum which, being bent inside, presses on the stomach and creates nausea &c. Ab. Zar. 29a מעלין א' וכ' you are permitted to lift the cartilage on the Sabbath (by means of a bandage &c.).  Ib. מאי א' וכ' what unklay is meant? Ans. the cartilage in front of the heart; v. אִיסְתּוֹמְכָא. | "
279,ἀγορά,"אֲגֹורָא, "," (ἀγορά) market-place, court-session, court. Pl. אֲגֹורָאֹות Git. 88b א' של נכרים (ed. אגוריאות corr. acc.) gentile courts. | "
349,ἀγοράνομος,אַגְרוֹנִימוֹס," (corr. אַגְרוֹנוֹ'), contr. אַנְגַּרְמוֹס m. (ἀγοράνομος) agoranomos, market-commissioner; v. אֲגַרְדְּמִיס a. אַגְרוֹמֵי.  Y. Dem. II, 22c top שהיה א' גדול the agor. was an influential man. Y. Ab. Zar. IV, 44b top. Lev. R. s. 1 אגרונימון (corr. acc.). Y. B. Bath. V, 15a bot. אנג' (twice); a. fr. | "
343,ἀγοράνομος,אֲגַרְדְּמִיס," (freq. אגרדמים) m. (a corrupt. of ἀγοράνομος, v. אַגְרוֹנִימוֹס) agoranomos, corresponding to the Roman ædilis, market commissioner, gauger, &c. Ab. Zar. 58a א' נכרי (כותי, Ms. V. גוי א') a gentile agoran. —B. Kam. 98a א' טייעא an Arabian agoran.—B. Bath. 89a מעמידין א' וכ' Ar. (ed. מִין—plur.) an agoran. may be appointed for superintending measures, but not for fixing the prices.—Pl. אֲגַרְדְּמִין B. Bath. l. c. (v. supra). [Pesik. Asser p. 96a לא' שיצא (sing.) Ar. (ed. להגרונימוס read לא', cmp. Yalk. Ps. 729).]—אֲגַרְדִּימִים Sifra K’doshim ch. VIII; cmp. Y. B. Bath. V, 15a bot. [Oth. corrupt. v. Pesik. l. c. note.] | "
356,ἀγρίππας,אַגְרִיפַּס," (Ἀγρίππας) Agrippa, 1) the last but one Herodian king of Judæa. Sot. VII, 8. , 1)  the last but one Herodian king of Judæa. Sot. VII, 8. Lev. R. s. 3; a. fr.—2) a captain of the former.—Ab. Zar. 55a אגריפא שר צבא של א' Ms. M. (v. Rashi a. l. a. Rabb. D. S. a. l. note). | "
266,ἀγών,אָגוֹן," (ἀγών) assembly, esp. public games.  Y’lamd. Emor (quot. in Ar, missing in Tanh.) א' נעשה במדינה. | "
6907,ἀγών,"דִּימוֹס, "," (δῆμος)  1)people (populus).  Gen. R. s. 6; Ex. R. s. 15, v. בּוּלִי II.—2)popular gathering, public festival with games (δημοτικὸς ἀγών) given by Emperors or high officials and connected with amnesty; in gen. amnesty, pardon.  Y. Ber. IX, 14b when the king נותן ד' grants a general pardon, opp. ספיקולה.—Kidd. 63a עשה כד' הזה act as was done in that public game (Ar. דְּרוֹמוֹס).—Lev. R. s. 29, a. fr. יצא בד' he was pardoned. Gen. R. s. 79 when he heard a divine voice say ד' ד' demos, demos (pardon), the bird escaped, opp. ספיקולא; Y. Shebi. IX, 38d top; Pesik. B’shall. p. 88b דיניס (corr. acc.); a. fr.—[Ex. R. s. 2, beg. ינתן בד', v. דִּימוֹסִין.—Gen. R. s. 8 דִּימוֹסָהּ, v. דִּימוֹסְיָא.]—Pl. דִּימוֹסִיןpublic games. Cant. R. to VII, 12 נטייל בד' וכ' let us take a walk among (observe) the amusements of the world. | "
12226,ἀγωρά,"*,  *יְהוּדָאִיקִי"," (Ἰουδαική, sub. συναγωγή or ἀγωρά) Jewish court-house.  Y. Gitt. I, 43b top במקום י' in the Jewish meeting place (where Jews have their own jurisdiction); אם אין שם י' וכ' if there is no Jewish courthouse there, it must be done in the synagogue. | "
