Unnamed: 0,Entry,Definition,Has_Greek
98,*אָבְטְיוֹנָא," (ὀπτίων, optio; Perl. Et. St. p. 103; D.  C. Lat. s. v.) commissary, quartermaster in the Roman army. Y. Sabb. VI, 8c bot. אתא א' וכ' a Roman quarterm. came and made him stand behind him (in the public convenience). | ",True
105,אַבְטַלְיוֹן,"Abtalion (Greco-Romanized by Josephus Πολλίων, Pollio), name of a Chief Justice of the Sanhedrial court in the days of Hyrcan II and of Herod.  Aboth I, 10; 11. Eduyoth I, 3. Yoma 71b; a. e. | ",True
164,*אַבְלוּסְמֹוס, (αὔλισμος) night-lodging in open air.  כלי א' camping apparels (leather covers etc.). Zeb. 94a Ar. (ed. אַכְסִלְגְיָא q. v.). | ,True
168,*אַבְלִינָא," (ἐβέλινος = ἐβένινος S.) ebony-wood.  Y’lamd. B’haal. מטות של א' (quot. in Ar., Tanḥ. a. Num. R. s. 14 only … מנורות) couches of ebony wood. [Jellin. Beth Hammidr. VI, 88, Nr. 53 אבליגא.] | ",True
169,"*אַבְלַס,  אַוְולַס","Avlas, in Cilicia, mentioned as one of the northern border places of the land of Israel.  Targ. Y. I Num. XXXIV, 8 אב' דקילקאי; Y. II ibid. תחומא דאַוְו' דקל' (the district of) A. of the Cilicians. Tosef. Shebi. IV, 11 עילי רבתא ed. Zuck. (Var. אולם); Sifré Deut. 51 לולא רבתא; Yalk. Deut. 624 לילא רבתא; Y. Shebi. VI, 36c אולם רבתא. [Probably identical with Pylæ Ciliciæ, Πύλαι τῆς Κιλίκιας.] [Sifré Num. 131 סבטיא מאולם; Y. Snh. X, 28d סובתה מאולם S. of Ulam; Bab. ib. 64a סבטא בן אלס(?).] | ",True
170,אֶבְמוֹסוֹס," (Εὔμουσος) Eumusus.  Y. Meg. III, 74a bot., rendered in a secret letter טוב למד well-learned; v. אֶבְדּוֹקוֹס. | ",True
171,אֶבְמָכוֹס," (Εὔμαχος) Eumachus, an Amora.  Y. Snh. III, end, 21d | ",True
182,אֲבַסְקַנְטָה," (ἀβάσκαντα) unbewitched! may no harm befall you! Y. Ab. Zar. I, end, 40b א' לא אמר he did not say abascanta, but etc. Y. Ber. IV, 13c top (corr. acc.).  | ",True
196,אֶבְקוֹלָס," (Εὔκολος) Eucolus, father of R. Zechariah.  Git. 56a; Lam. R. to IV, 2. Tosef. Sabb. XVI (XVII), 6 (Var. אבטולס, אביקלוס). Cmp. אפיקולוס. | ",True
214,"אברומא,  אבדומא","hash or brine of a certain fish (Ἀβραμίς?).  Succ. 18a (Ms. M. a. ed. אבד', v. Rabb. D. S. a. l.) [Rashi: ‘a very small fish’.] | ",True
238,*אַגְבִּין," (= אוֹגְבִין, h. גְּבִיעַ, גִּבְעוֹל) calix or corolla of flowers.  Y. Kil. IX, 32a top א' קסריי the cissaros blossom (v. Lat. Dict. s. v. cissaros, Gr. Dict. s. v. χρυσάνθεμον) “a woolly substance growing on stones at the Dead Sea, looking like gold, and being very soft; its name is כלך (χάλκη, κάλχη) and it resembles sheep-wool”.—(R. Ash. a. l. in Mishn.). Y. Sabb. II, 4c top אנב' ק', corr. acc. [Var. lect. אצבין = אַצְוָוא?, אגטין.—Sabb. 20b, our w. appears as גושקרא, גשקרא, obviously a corruption of cissaros; Rashi ib. expl. ‘the shell of the cocoon’, prob. confounding with chrysallis which is likewise named from its gold color.] | ",True
265,אֲגוֹמֵין," (ἄγωμεν, fr. ἄγω) up! come on! Gen. R. s. 78.  | ",True
266,אָגוֹן," (ἀγών) assembly, esp. public games.  Y’lamd. Emor (quot. in Ar, missing in Tanh.) א' נעשה במדינה. | ",True
271,"אָגוּסְטוֹס,   ,  (אגושטוס)","Augustus, title of the Roman emperor, in gen. ruler, sovereign.  Y. Ber. IX, 12d bot. as one uses indiscriminately בסיליוס קיסר א' (βασιλεύς) Basileus, Cæsar, Augustus; Gen. R. s. 8 (corr. acc.). Ex. R. s. 23, beg.; a. fr.—[Gen. R. s. 12 א' במדינה ed. (Ar. אגבאסטס) read אַגְוִיסְטוֹר or אַגְבָאִיסְטוֹר v. אנגיטוס.] | ",True
279,"אֲגֹורָא, "," (ἀγορά) market-place, court-session, court. Pl. אֲגֹורָאֹות Git. 88b א' של נכרים (ed. אגוריאות corr. acc.) gentile courts. | ",True
288,אַגְטְרַגְטָא," (καταῤῥάκτης, cataracta) cataract, cascade. —Pl. אַגְטְרַגְטַיָּיא Y. M. Kat. I, beg. 80b אילין א' מה וכ' what is your opinion about those cascades? | ",True
299,*אגיריסין,", m. pl., a corruption of a geographical term, perh.  אפירוטין (Ἠπειρῶται) (steeds) of Epyrus. Targ. Jer. V, 8 (h. text מַשְׁכִּים). | ",True
328,"אֶגְסִיטֵרִין,  אֶכְסִיטֵירִין"," (ἐξιτήριον S.) farewell-address, bequest.  [Mostly corrupt.] Midr. Till. to Ps. LXXXIV. Ib. to Ps. LXXXVI, 1. Ib. to Ps. XXVII. Pesik. Aḥaré p. 175ab סקווטריס; Lev. R. s. 21 סקויטרים, read אקסיטרין (v. Buber to Pesik. l. c.). | ",True
343,אֲגַרְדְּמִיס," (freq. אגרדמים) m. (a corrupt. of ἀγοράνομος, v. אַגְרוֹנִימוֹס) agoranomos, corresponding to the Roman ædilis, market commissioner, gauger, &c. Ab. Zar. 58a א' נכרי (כותי, Ms. V. גוי א') a gentile agoran. —B. Kam. 98a א' טייעא an Arabian agoran.—B. Bath. 89a מעמידין א' וכ' Ar. (ed. מִין—plur.) an agoran. may be appointed for superintending measures, but not for fixing the prices.—Pl. אֲגַרְדְּמִין B. Bath. l. c. (v. supra). [Pesik. Asser p. 96a לא' שיצא (sing.) Ar. (ed. להגרונימוס read לא', cmp. Yalk. Ps. 729).]—אֲגַרְדִּימִים Sifra K’doshim ch. VIII; cmp. Y. B. Bath. V, 15a bot. [Oth. corrupt. v. Pesik. l. c. note.] | ",True
349,אַגְרוֹנִימוֹס," (corr. אַגְרוֹנוֹ'), contr. אַנְגַּרְמוֹס m. (ἀγοράνομος) agoranomos, market-commissioner; v. אֲגַרְדְּמִיס a. אַגְרוֹמֵי.  Y. Dem. II, 22c top שהיה א' גדול the agor. was an influential man. Y. Ab. Zar. IV, 44b top. Lev. R. s. 1 אגרונימון (corr. acc.). Y. B. Bath. V, 15a bot. אנג' (twice); a. fr. | ",True
353,"אַגְרִיאוֹן,  אַגְרִיּוֹן"," (ἄγριος, neut.  or. acc.) wild (opp. אִימִירוֹן q. v.); rough. Gen. R. s. 77; Cant. R. to III, 6 כלב א'. Num. R. s. 11 (refer. to Gen. III, 8) שומע הקול א' after sinning, Adam heard the divine voice as a harsh one. Cant. R. to III, 7 (corr. acc.). Pesik. R. s. 15 בזעף א' וכ' … (leave out hebr. words as glosses to explain the Greek). | ",True
356,אַגְרִיפַּס," (Ἀγρίππας) Agrippa, 1) the last but one Herodian king of Judæa. Sot. VII, 8. , 1)  the last but one Herodian king of Judæa. Sot. VII, 8. Lev. R. s. 3; a. fr.—2) a captain of the former.—Ab. Zar. 55a אגריפא שר צבא של א' Ms. M. (v. Rashi a. l. a. Rabb. D. S. a. l. note). | ",True
362,*אַגְרָפוֹס," (ἄγραφος) unwritten.  Y. R. Hash. I, 57a bot. פרא בסיליאוס נומס א', cmp. Ar. h. v., a. s. v. בסיליאוס (ed. או נומוס או גריפיס) παρὰ βασιλέως ὁ νόμος ἄγραφος, for the king the law is unwritten (i.e. the king may disregard his own law). Lev. R. s. 35, beg. quot. in Ar. (missing in ed.). | ",True
385,אָדֹון,", const. אֲדֹון (b. h.; דון)lord, judge.  Ḥag. 3b אֲ' כל המעשים Lord of all creatures. Y. Kid. IV, beg. 65b (allud. to Adon, pr. n., Neh. VII, 61) אין דין אין א' there is no justice and not judge.  Gen. R. s. 89 (play on Kar, Is. XXX, 23) קירי א' Kyri (κύριος) means Lord. | ",True
431,*אֲדַנְדְּקֵי," (a Babyl. corrupt. of ἐθνάρχοι, v. אדנקא P. Sm. 40) chiefs of tribes.  Ḥull. 60b א' שלהן חמשה Ar. (ed. ארונקי, Mus. אדונקי) the six tribes had only five chiefs (v. Josh. XII, 3). Ib. כתוב א' וכ' record the word א' in thy lecture notes (as a foreign word) and explain it. | ",True
446,"אֵדֶר,  אִדְרָא,  אֲדָרָא, "," ch. m. (v. אָדַר) [thick-leaved, dark]  1)a cedar species, prob. Spanish Juniper.  R. Hash. 23a מאי קדרוס (ם) אדרא Ms. M. (ed. קתרוס) what is kedros (κέδρος)? Adara. Snh. 108b what is gofer? רב אמר אדרא דבי ר' שילא אמר וכ' Ar. a Ms. Fl. (v. Rabb. D. S. a. l.); cmp. Gen. R. s. 31; Yalk. Gen. 51.—Bets. 15b יטע אדר וכ' let him plant an edar (allud. to addir &c., Ps. XCIII, 4); א""נ אדרא וכ' or adara as its (popular or Chald.) name is; as people say, it is called adara because it lasts for generations (א־דרא). Git. 69b אטרף א' leaves of ad. Ib. מיא דא' decoct thereof.—2) אִדְרָא fig-tree.  Targ. II, Esth. VII, 9 (to which perhaps belongs. Git. l. c.). | ",True
450,אִדְרַבְלָא," (ὑδραύλης, hydraula) player on the hydraulis, organist. —Pl. אִדְרַבְלִין. Gen. R. s. 50 א' וכרבלין וכ' there are organists and flute players in the land (or organs and cymbals, v. next w.), and such a land should be destroyed? [Comment.—Perh. to be read אַרְדִּיכְלִין.] Ib. s. 23 ארדיכולין וכ' (ארדיב', corr. acc.). | ",True
451,"אִדְרַבְלִיס,  אִרְדַּבְלִיס"," (trnsp.) m. (ὕδραυλις) water-organ.  Y. Succ. V, 55c bot. עוגב זה ארד'. Ib. לא היה א' וכ' there was no organ used in (the) Jerusalem (Temple) because it interferes with the sweetness (melody of the song).—Pl. אִדְרַבְלִין; v. foreg. Cmp. הרדוליס. | ",True
455,אִדְרֹופִּיקֹוס, (ὑδρωπικός) suffering from dropsy.  Lev. R. s. 15 (var. corrup.); Yalk. Lev. 554. Ib. Job. 916 אִנְדְּר' (cmp. אדריינוס a. אנד'). | ,True
460,אַדְרִיאַס, (Ἀδρίας) Adriatic Sea.  Tanḥ. B’resh. 7 בין א' לאוקיינוס between the Adriatic Sea and the Mediterranean. | ,True
490,"אֲהוּרְיָיר,  אֲהוּרְיָירָא"," (horrearius, ὁρριάριος; v. Sm. Ant. s. v. Horreum) store-keeper, steward.  [Comment.: fr. אֻרְוָוה, v. אוּרְיָא, equerry.] Meg. 12b בר אהוריירֵיה דאבא thou, son of my father’s steward. B. Mets. 85a (Ms. M. אהוריריה); Sabb. 113b אהוריריה (v. Rabb. D. S. a. l. note 4) א' דרבי Rabbi’s house steward (manager). | ",True
515,או־,"1)  prefix, esp. for verbal nouns, e.g. 1) prefix, esp. for verbal nouns, e.g. אודיצותא fr. דיץ. 2)  או, אוו = εὐ-αὐ, v. אב | ",True
518,"אֹו, "," (ὁ) the.  Y. R. Hash. I, 57a bot. (in a Greek sentence), v. אגרפוס. | ",True
533,אֹובְרִיזָא," f., אֹובְרִיזֹון, אֹובְרִיזִין m. (ὄβρυζον) pure gold, unalloyed.  Targ. Ps. CXIX, 127; Targ. Prov. VIII, 19; a. e. | ",True
538,אֹוגְדֹויִיקֹונְטָא," (ὀγδοήκοντα) eighty.  Y. B. Bath. X, 17c (corrected text) שטר נפיק מר' חונה לר' שמיי אוגדויי מחיק קונטא לא מחיק. א""ר שמיי לר' חונה פוק חזי עם ההן אהן קונטא משמש. ומר עם טרייאקונטא. כי נפק אמר הדא בעי מתגרא תלתין אפסד עשרין. A bill of indebtedness passed from R. Ḥuna (who could not decide or on whose decision the party would not rely) to R. Sh.—on which bill ogdoë was blurred (showing an erasure), and conta was clear. Said R. Sh. to R. Ḥ., Go and see what is the lowest numeral in Greek that conta is combined with. Said he, It is triaconta (thirty).—When the party had left, he said, That man intended to make thirty (by the erasure) and lost twenty (the original having been fifty, penteconta). | ",True
593,"אֶוְותִּיאֹוס,  (אותיום) אֶוְתִּיֹוס"," (εὐθέως) forthwith, immediately after.  Nid. II, 2 (14a) נמצא על שלה א' Ar. (ed. אותיום, corr. acc.) if a stain is found on her bedclothes immediately after (the coïtion). Ib. 12b; 14b איזהו שיעור אוו' Ar. ed. Koh. (ed. ותס, וסת, corr. acc.) what is the interval designated by evthios? Y. Nid. II, 49d bot. repeatedly הֶיוְתִּיאֹוס or הֶוְו'. | ",True
597,"אַוותֶּנְטְיָא,  אַוְתֶּ',  אַוְותֶּנְטְיָיה"," (αὐθεντία) origin, reality; v. next w.—עיקר א' the very reality, virtuality.  Gen. R. s. 25 עיקר א' וכ' the real famine was destined to be in the days of Saul. Cant. R. to I, 1 עיקר א' וכ' the real, authentic, among the several names of Solomon &c. Koh. R. to I, 1 אית' (corr. acc.). Num. R. s. 10 אוותיננייה (corr. acc.). | ",True
598,"אַוְותֶּנְטִי,  (אפתנטי)"," (αὐθέντης) originator, author.  Gen. R. s. 16 פרת א' של וכ' the Euphrates is the originator (ultimate source) of the rivers (mentioned Gen. II, 10 sq.).—Pl. m. אַוְותֶּנְטִין. Y’lamd. to Num. XI, 16 (quot. in Ar. s. v. אמתנטין) כנגד אפת' של ישראל וכ' (corr. אוו') corresponding to the number of the originators of Israel, for with seventy souls &c.—Fem. אַוְותֶּנְטִיֹּות, אַוְותֶּנְטִיאֹות. Pesik. Sh’kal. p. 16b אומות א' (seventy) original nations. | ",True
633,"אֹויָם,  אֹויָים"," (?) an interjection (cmp. εὔαν, εὖα) ho! hallo! Y. Ḥag. II, 78a top; Snh. VI, 23c bot. א' א' פתחון לי וכ' ho, ho! Open, for I am one of yours.  | ",True
634,"אָוִיר,  אֲוִיר"," (אור; cmp. רוּחַ a. רֶוַח); space corresp. to חָלָל, esp.  1)open, empty space, blank.  Ohol. IV, 1 a tower שעומד בא' standing isolated. Ib. XVIII, 10 אוירָהּ של חצר the open space in the court-yard.—B. Bath. 163a—2) (cmp. b. h. מְאוּרָה) hollow, cavity of a vessel.  Kel. II, 1 מיתטמאין ומטמאין בא' become unclean and make unclean by contact with the hollow (of the vessel).—Yeb. 67b נפק לא' העולם came forth into the lighted space of the world, i.e. was born; a. fr.—3) (cmp. ἀήρ, aër) air, atmosphere, climate, weather.  Num. R. s. 14 הא' שממנו וכ' (as one of the elements of nature) out of which the wind was made.—Gen. R. s. 34 א' יפה fine weather; a. fr.—Pl. אֲוִירִיןblank spaces in writings. B. Bath. 163a.—אֲוִירוֹת climates. Gen. R. s. 34 ברית נחלקה לא' a covenant has been made in favor of climates, i.e. God has implanted in man a love of his native soil even in bad climates. | ",True
637,אֲוִירְטָא," (averta, ἀβερτή) knapsack. —Pl. אֲוִירְטִין. Tosef. Kel. B. Bath. IV, 10. | ",True
659,אוּלְבָּנָא,", pl. אוּלְבָּנִין (denom. of לְבוּנְתָּא) unguent made of incense.  Targ. Cant. IV, 11; (h. text לבנון, LXX ἀρώματα, as if לְבֹנִין). | ",True
661,אֹולֹו־," (ὅλο-) a prefix, sometimes separately printed, whole, entirely of.  Pesik. Vay. B’yom p. 4b א' מרגליטין trimmed all over with pearls. Lev. R. s. 32, end אילו כורסין (corr. acc.) all gold, v. אֹולֹוכְרוּסֹון. | ",True
665,אֹולֹוכְרוּסֹון," (ὁλόχρυσον) all gold.  Lev. R. s. 32 (variously corrupted, v. אֹולֹו־.—Ar. אולון כרוסא); Cant. R. to IV, 7 (corr. acc.). | ",True
667,אֹולֹוסֵירִיקָא," (ὁλοσήρικος) all silk. —Pl. אֹולֹוסֵירִיקִין, mostly אֹולֹוסְרִיקִין pure-silken garments. Koh. R. to I, 7. Y. Sabb. VI, 8b bot., Yalk. Prov. 935.—[Koh. R. l. c. second time some ed. אולוסתיקין, corr. acc.] | ",True
671,"אוֹלְיָאר,  אוֹלְיָיר"," (olearius, ὀλεάριος S.) keeper of clothes at the baths.  Y. Maas. Sh. I, 52d top מעות הנתונות לא' tokens (in place of small change) given to the olearius; cmp. Tosef. Maas. Sh. I, 4.—Pesik. R. s. 22; a. e.—Pl. אוֹלְיָארִין, אוֹלְיָירִין. Tosef. Kel. B. Mets. II, 12 מגררות של אוּלְיָרִין ed. Zuck. (oth. ed. אולו' corr. acc.) the brushes (strigils) of the bathing attendants. Sabb. 147b. Y. Ber. II, 4c top; cmp. Pesik. R. l. c.; a. e. V. אוֹרְיָיר. [Sabb. 144a כלים הא', Nid. 20a האולירין …, v. אוֹלָרִין.] | ",True
675,"אוּלָם, "," (v. foreg., Οὐλαμμοῦς Euseb.  Euseb. Onom.; Neub. Géogr. p. 18; 261)Ulam (Porta) a place in Gilead, and one in Galilee.  Y. Snh. X, 28d—2)  in Cilicia; v. אַבְלַס | ",True
693,*אוֹמוֹלוֹגְיָיא," (ὁμολογία) [agreement, admission] receipt, discharge.  [This meaning of ὁμολογία as receipt cannot be proven from Greek literature; cmp. however, Sm. Dict. Ant. s. v. Acceptilatio.] Y. M. Kat. III, 82a bot., explaining שוברים (v. שׁוֹבֵר, receipt) אימולוגים (corr. acc., De Lara אוֹמוֹלוֹגִין pl. m. fr. ὁμόλογον). Y. Keth. IX, end, 33c ולית רב או' (= ולית ליה לרב is it Rab’s opinion that the divorced woman is not bound to write a receipt (for her dowry)? | ",True
716,"אָוֶן,  אָוֶון"," √או = עו to curve, be curved, hollow; to press, be pressed; v. אוי, אוגיא &c.; comp. חו, חב, גו, גב, עב) 1)oppression, wrong (= עָוֹן) —2)falsehood, vanity (= הֶבֶל).  א' גִּלְיוֹן a cacophemistic adaptation of εὐαγγέλιον (v. גליון). Sabb. 116a bot. (after לסכוניה, omitted in ed.) דר' מאיר א' ג' ר' יוחנן קרי ליה עון גליון (Rashi Ms. ר' מאיר, v. Rabb. D. S. a. l. note) R. Meïr called the gospel falsehood of blank paper (or of revelation), R. Yoḥ. called it sin of &c. [Ib. several times עון גליון or און ג' in Ms. a. older editions, for אירייתא אחריתי &c. in recent ed., v. Rabb. D. S. a. l.] | ",True
732,אוֹנוֹס,", א' קִטְמִין (v. אָנְקִטְמִין; ὄνος) the pulley of the crippled.  Y. Sabb. VI, 8c. (Var. הוניס.). | ",True
733,אוֹנְטוֹס," (ὄντως) really! verily! Lev. R. s. 33, explain.  הצדא (Dan. III, 14); (Ar. אנטוס, some ed. אונטיס, corr. acc.); Num. R. s. 15 אנטוס (Tanḥ. Noah 11 האמת). | ",True
736,"אוֹנִי, "," (אוֹנוּ) אוֹנִית f. = אוֹנָה, cmp. אוֹנִיתָא.  [The phonetic coïncidence with ὠνή produced the peculiar use of our w. in connection with Greek terms, in the Palest. literature.] Gen. R. s. 2 beg. בא' אחת ובטימי וכ' in one bill of sale and for the same price. Y. Pes. IV, 31b bot. מיסתיוסיס בא' היא וכ' (read מיסתוס') it is a lease with a title of possession (for the term), and is (for the time being) an acquisition like a purchase. Y. Kid. I, 60c (אוני a. אונו); a. e.—Pl. אוֹנִיוֹת. Gen. R. s. 84, end כמה א' וכ' how many deeds were written for him (how many times was he sold)?, cmp. אוֹן. [Midr. Till. to Ps. CIV, 24; Pesik. Rosh. Hash. p. 151a, v. אוֹנָיָה.] | ",True
747,*אוּנְכִין," read קוּנְכִין m. pl. (κόγχη, concha) purple shells.  Targ. Y. Num. XXXIII, 8; cmp. קוּנְכִי. | ",True
763,אוֹנְקוֹס," (ὄγκος)  1)bulk, pile; (in philosophy) a primitive body.  Tanḥ. T’rum. 11 א' של מים the body of water; א' של אש (some ed. אונקנוס). 2)trouble, difficulty, painstaking.  Gen. R. s. 12 (ref. to Neh. IX, 6 sq.) כל הא' הזה וכ' (ed. אונקים, corr. acc.) what is all this painstaking (creating the universe &c.) for? Ans. Because ‘thou art the Lord who hast chosen Abraham’ i.e. for the sake of establishing religion on earth; cmp. Midr. Till. to Ps. CIV, 18. | ",True
765,אוּנְקְיָא," (uncia, οὐγκία)  1)ounce, one twelfth of a litra.  Gen. R. s. 17 א' של כסף an ounce of silver. Lam. R. to I, 1 נסבון מן אונקא (העיר) (corr. acc.) they bought ounce-wise (pepper).—2) trnsf. a trifle, particle.  Y. Taan. IV, 68c top there is not a generation in which there is not (to be atoned for through suffering) אונקי אחת וכ' (read אונקיא אחת) a particle of the sin of the calf-worship. Ex. R. s. 43, beg. אוקיא (corr. acc.). Gen. R. s. 29; Yalk. Gen. 47; Job. 908 (play on אי נקי Job. XXII, 30) א' אחת היתה וכ' only an ounce (of merit) did Noah possess; v. אינוניתא.—Pl. אוּנְקִיּוֹת. Gen. R. s. 79, end (play on the letters of ק̇ש̇י̇ט̇ה̇ Gen. XXXIII, 19) במאה אונקֹיות … ס̇לעים … ט̇לאים for one hundred (ק̇) ounces (of gold) &c. V. אוּקְיָא. | ",True
775,"אוּנְקְלַי, "," אָנְקְלַי f. (אנק, with ל format. ; = אוּנְקַי; corresp. to b. h. לוּלַי; Greek adapt. ἀγκολη, LXX Ex. XXVI, 10; cmp. אוֹנִי as to contact of the two languages) prop. little (camel’s) neck, hence 1)hook, rack.  Kel. XII, 2 א' של כתפין Ar. (ed. אונקליות, אונקלין with adject. in the sing., corr. acc.) the carriers’ hook attached to their yoke, pole &c. Ib. א' של דרגש the hook of the bedstead (used for fastening the girths to the posts); של נקליטין the rack of the bed-curtain, v. נַקְלִיטִין. Ib. 3 א' שבכותלים hook attached to walls.—T’bul Yom IV, 6 ואנ' שלהם קיימת and the hook (attached to the now broken yoke) remained unimpaired; a. fr.—Pl. אוּנְקְלָאוֹת, אָנְקְ', (אונקלין) אוּנְקְלִיּוֹת. Tam. III, 5; Mid. III, 5; a. fr.—Kel. l. c.; Tosef. ib. B. Mets. II, 4; v. אוּנְקַי.—2) [cmp. ἀγκαλίς in S.] the load carried on the hook, the farmer’s load of sheaves or bunches; cmp. בלונקי.  Tosef. Maas. Sh. IV, 10. כל הא' the whole load. [Ib. 11 אונקולין, אונקלי, read with ed. Zuck. אינפולי].—3) Trnsf. (medic.) bent cartilage, esp. the cartilage (cart. ensiformis) at the end of the sternum which, being bent inside, presses on the stomach and creates nausea &c. Ab. Zar. 29a מעלין א' וכ' you are permitted to lift the cartilage on the Sabbath (by means of a bandage &c.).  Ib. מאי א' וכ' what unklay is meant? Ans. the cartilage in front of the heart; v. אִיסְתּוֹמְכָא. | ",True
787,(אוסי) אוּסִיָּא," (οὐσία) substance, (landed) property, farm, estate.  Gen. R. s. 49 אוסי (corr. acc.).—Num. R. s. 23 שפחות מן א' וכ' maid-servants from another estate. Y. Taan. IV, 69a; Lam. R. to II, 2 אי' (corr. acc.). Lev. R. s. 34.—Pl. אוּסִיּוֹת. Ex. R. s. 20. Ch. pl. אוּסְיָאן, אוּסְיָיאן. Lev. R. s. 3, beg. he likes to be called מרי אס' (corr. acc.) lord of many estates; Koh. R. to IV, 6 אוסייאס (corr. acc.). | ",True
791,אוּסְמָנָא אוּסְמָנַיָּא," (אסם = חֲסַם II) [the glistening. ] surname of an Egyptian tribe. Targ. Ps. LXVIII, 32 (Var. חוּסְמָנַיָּא, a. אוּכְמָנָא the dark.). Cmp. LXX χασμωνίειμ, for כסלחים; Gen. X, 14; v. Fürst. H. Dict. s. v. כסלח; Ges. H. Dict. s. v. חשם. | ",True
801,*אֹופְיוֹן," (ὄπιον) poppy-juice, opium.  Y. Ab. Zar. II, 40d top אהן א' סכנה an opium drink (prepared by a gentile) is dangerous. | ",True
806,"*אופימטטאטא,  אופימשט'",", read אוּפֹּומְנֵימָאטָא m. pl. (ὑπομνήματα) public records, acts.  Ex. R. s. 28 a king wanted לעשות א' חוץ וכ' to pass acts without consulting the lieutenant-governor (hyparch). | ",True
807,אֹופִיקְיָלִין," (officialis, ὀφφικιάλιος) subordinate officials, constables.  Y’lamd. Balak (quot. in Ar. s. v. בלש) או' ed. Koh. Ib. שלח אפיקלין (corr. acc.) he sent constables (for her son). | ",True
835,"אֹוקְיָינֹוס,  אֹוקְיָנֹוס,  אֹוקְיָאנֹוס"," (Ὠκέανος) Ocean, mostly Mediterranean Sea.  Targ. Y. Gen. I, 7; a. e.—Y. Ḥall. IV, 60a bot.; a. fr.—Tanḥ. Ḥaye 3, and so is א' ים המת the Okeanos called the Sea of (covering) the dead. [Var. אונק', אנק'.] | ",True
866,*אורוסטי,", a corrupt., prob. רֹוסָאטוֹן, m. (ῥοσᾶτον, rosatum) vin-aux-roses, rose-wine.  Y. Shebi. VII, beg. 37b א' שרי (Mas. איריוסטו) rose-wine is permitted in the Sabbath year. | ",True
868,אֹורֶז," (cmp. ὄρυζα, b. h. r. ארז to be hard) rice.  Ber. 37a; a. fr.—Pes. 35a (opinions as to its classification with ref. to Passover laws). Cmp. אֶרֶז. | ",True
