Unnamed: 0,Greek Entry,Entry,Definition,IsRoman,PossibleGreek
3919,Goithor,גּוֹתִי,"Gothic.  [Late L. Gothicus, from Gothus (= Goth), from Gk. Goithor, Foithor, Gothoi, from Gut-, the first element in Goth, Gut-piuda (= the Gothic people). For the ending of גּוֹתִי see suff. □ִי.] | ",True,[]
3905,gorilla,גּוֹרִילָה,"gorilla.  [Gk. gorilla, from an African word quoted by the Punic navigator Hanno in Periplus (about 470 B.C.E.).] | ",True,[]
28066,grammatus,שׁוֹטֵר,"1 official, officer. [A loan word from Akka. shāṭiru, from shaṭāru (= to write). See שְׁטָר. The orig. meaning of שׁוֹטֵר was prob. ‘scribe’; cp. Arab. kātib (= writer), properly act. part. of kataba (= he wrote), whence ‘scribe; secretary; clerk typist; clerk; office worker; notary’. cp. also Gk. grammatus (= secretary, registrar; clerk; recorder; lit.: ‘writer’), from gramma (= that which is written; letter), from the stem of graphein (= to write). See מִשְׁטָר, מִשְׁטָרָה.] 2policeman.  [A loan word from Akka. shāṭiru, from shaṭāru (= to write). See שְׁטָר. The orig. meaning of שׁוֹטֵר was prob. ‘scribe’; cp. Arab. kātib (= writer), properly act. part. of kataba (= he wrote), whence ‘scribe; secretary; clerk typist; clerk; office worker; notary’. cp. also Gk. grammatus (= secretary, registrar; clerk; recorder; lit.: ‘writer’), from gramma (= that which is written; letter), from the stem of graphein (= to write). See מִשְׁטָר, מִשְׁטָרָה.]  | ",True,[]
6357,hal,הַלּוּצִינַצְיָה,"hallucination.  [L. hallūcinātiō (= a wandering of mind, dreaminess), from hallūcinātus, p. part. of hallūcinārī, more correctly allūcinārī(= to wander in mind, dream), borrowed from Gk. hal-uein (= to wander in mind), which derives from IE base * āl– (= to wander about). For the ending of הַלּוּצִינַצֽיָה see suff. □ַצְיָה.] | ",True,[]
7164,harmonikon,הַרְמוֹנִיקָה,"harmonicon (music).  [Modern L. harmonicon, from Gk. harmonikon, neuter of harmonikos. See הַרְמוֹנִי.] | ",True,[]
7029,hekton,הֶקְטוֹגְרָם,"hectogram.  [Fren. hectogramme (lit.: ‘a hundred grams’), coined from hecto-, from Gk. hekton (= a hundred), and gramma (= that which is written; a written character, letter; a small weight). See צֶנֽטֽנֶר and גּֽרָם and cp. the first element in הֶקְטוֹגְרָף, הֶקְטוֹלִיטֶר and הֶקְטוֹמֶטֶר.] | ",True,[]
5996,horos,הורְמונִים,"hormones.  [Gk. hormon (= that which urges or arouses), pres. part. of horman (= to set in motion, urge, stimulate), from horme (= onset, impulse), from IE base * ser– (= to run, flow), whence also Gk. horos, L. serum (= watery fluid, whey). See סֶרוּם.] | ",True,"['ὄροσ1', 'ὀρόσ2', 'ὅροσ', 'ὦροσ1', 'ὦροσ2', 'ὧροσ1', 'ὧροσ2']"
11489,hyakintos,יָקִינְטוֹן,"hyacinth.  [Gk. hyakintos (= wild hyacinth, bluebell). See ‘hyacinth’ in my CEDEL.] | ",True,[]
6194,hygienon,הִיגְיֶנָה,"hygiene.  [Fren. hygiène, from Gk. hygienon, neuter of hygieinos (= pertainting to health, healthful, but used by Aristotle also as a noun in the sense of ‘health’), from hygnes (= healthy), which stands for * su-gwiyēs and lit. means ‘living well’, from IE * su (= well), and * giwyēs (= living), enlargement of * qwi- (= to live).]  | ",True,[]
6247,hypnoun,הִיפְּנוֹזָה,"hypnosis.  [Modern L. hypnōsis, coined from Gk. hypnoun (= to put to sleep), and suff. – ōsis. Gk. hypnoun derives from hypnos (= sleep), which is cogn. with Old I. svápnaḥ (= sleep, dream), L. somnus (= sleep). See ‘somnolent’ and ‘–osis’ in my CEDEL. cp. הפנט.] | ",True,[]
22276,iepos,פֶּדִיאָטֶר,"pediatrist.  [Compounded of Gk. pais, gen. paidos (= child), and iatros (= physician), which derives from iasthai (= to heal), prob. from IE base * eis– (= to set in quick motion), whence also Gk. iepos (= holy, sacred; orig.: ‘filled with divine force’), and prob. identical with iepos (= strong, lively, active, quick, swift).] | ",True,[]
27906,ischiagra,שִׁגָּרוֹן,"rheumatism.  [From Aram. שִׁגְרוֹנָא. Several scholars derive this word from Gk. ischiagra (= hip disease). It is more probable, however, that the correct form of the word is שִׁגְדּוֹנָא. See שִׁגָּדוֹן.]  | ",True,[]
19816,iyenai,סוּבְּיֶקְט,"subject.  [L. subjectus, p. part. of subicere, less correctly subjicere (= to subject, include, comprise), lit.: ‘to throw under’, from sub- (see סוּבּ□) and jacere, p. part. jactus (= to throw), which is related to jacēre (= to lie), orig. ‘to cast oneself down’, and cogn. with Gk. iyenai (= to send, throw), Hitt. ijami (= I make). cp. סוּבְּיֶקְטִיבִי. cp. also אוֹבְּיֶקְט, פְּרוֹיֶקְט, קָתֶטָר.] | ",True,[]
25669,kamptrion,קַמְטָר,"chest, chest of drawers, box.  [Aram. קַמֽטְרָא, from Gk. kamtra, kamptra, kampsa (= case, chest). cp. Syr. קַמֽטֽרִין (= case, box), which is borrowed from Gk. kamptrion, dimin. formed from kamptra. Arab. qamṭar is an Aram. loan word.] | ",True,[]
25669,kamtra,קַמְטָר,"chest, chest of drawers, box.  [Aram. קַמֽטְרָא, from Gk. kamtra, kamptra, kampsa (= case, chest). cp. Syr. קַמֽטֽרִין (= case, box), which is borrowed from Gk. kamptrion, dimin. formed from kamptra. Arab. qamṭar is an Aram. loan word.] | ",True,[]
25746,kanen,קָנוֹן,"canon.  [L. canōn (= a measuring line, rule), from Gk. kanen (= rod, bar, ruler, rule, model), from kanna (= reed). See קָנֶה and cp. קָנוֹן I.] | ",True,[]
25745,kanoun,קָנוֹן," wicker basket.  [Gk. kanoun (= basket of reed or cane), from kanna (= reed). See קָנֶה and cp. קָנוֹן II.] | ",True,[]
4613,karoun,גַּרְעִין,"1stone, kernel. [According to J. Levy, from Gk. karoun (= nut).] 2nucleus, granule. [According to J. Levy, from Gk. karoun (= nut).] 3(fig.) essence, source. [According to J. Levy, from Gk. karoun (= nut).] 4group of founders.  [According to J. Levy, from Gk. karoun (= nut).]  | ",True,[]
24924,katotichon,קָדַסְטֶר,"cadaster.  [Fren. cadastre (= register of the survey of lands), from It. catastro, catastico, from Late Gk. katotichon (= register; lit.: ‘by the line’), formed from Gk. kata (see קָטָ□), and stichos (= row, line); see אַקְרוֹסְטִיכוֹן.] | ",True,[]
25987,keazin,קַצְרָה," fort, castle.  [L. castra (= fortified camp), (whence also Syr. קַסְטְרָא (= fortified place, fort, castle). Arab. qaṣr (= castle, palace) is borrowed from Heb. קַצֽרָה L. castrum orig. meant ‘that which has been cut out’, from * kastrom (= a cutting tool), whence also L. castrāre (= to cut, geld), which is prob. cogn. with Old I. śásati, śásti (= cuts), śástram (= knife), Gk. keazin (= to split). cp. קַסֽטְרָה. cp. also ‘castrate’ in my CEDEL.] | ",True,[]
25776,kensos,קְנָס," fine, penalty.  [Gk. kensos, from L. cēnsus (= rating of property, registration of citizens and their property), from cēnsēre (= to reckon, assess, estimate, value, dim, judge).]  | ",True,[]
25403,kentourion,קִטְרוֹן,"centurion.  [Gk. kentourion, L. centuriō (= commander of a century), from centuria (= a parcel or division of a hundred things), formed from centum (= a hundred), on the analogy of decuria (= a company of ten), from decem (= ten). See צֶנְטְנֶר.] | ",True,[]
25756,kentroun,קנטר," to annoy, vex, anger.  [From Gk. kentroun (= to strike with a goad), which derives from kentron (= point, prickle, spike, ox goad, point round which a circle is described). See צֶנְטְרָלִיזְם.]  | — Pi.  קִנֽטֵר, קִנְתֵּר he annoyed, vexed, angered.  — Nith.  נִתְקַנֽטֵר, נִתֽקַנְתֵּר was annoyed, was vexed, was angered.  ",True,[]
24777,kibetion,קָבוֹט,"pot for pickling and preserving.  [Gk. kibetion (= box), dimin. of kibetos (= box, chest), which is related to kibesis (= pouch, wallet). These words are of unknown, prob. of foreign, origin. Syr. יבוּתָא[[illegible]] and Modern Pers. kēbūt (= box, chess[[illegible]] are also Greek loan words.] | ",True,[]
26344,kihtara,קַתְרוֹס,"1 lute, lyre (Dan. 3:59). [Aram. קַתֽרֹס, from Gk. kihtara (= cither), from Pers. sihtār. cp. ‘cither’ in my CEDEL.] 2guitar.  [Aram. קַתֽרֹס, from Gk. kihtara (= cither), from Pers. sihtār. cp. ‘cither’ in my CEDEL.]  | ",True,[]
25772,kinnamonon,קִנָּמוֹן," cinnamon.  [A word of foreign origin. Gk. kinnamonon is a Heb. loan word. The Greek word has been altered from orig. kinnamonon, prob. under the influence of Gk. amomon, a spice plant.]  | ",True,[]
25051,kolea,קוּלִית,"thighbone.  [Hebraization of Gk. kolea (= thighbone), which prob. derives from IE base * (s)qel– (= to bend), whence also káṭaḥ (= thigh).] | ",True,"['κολέα', 'κωλέα']"
4207,kolix,"גְּלֻסְקָה,  גְּלוּסְקָא"," cake, roll.  [Borrowed from Gk. kolix (= a roll of coarse bread), which is of unknown origin.] | ",True,[]
25036,kollosos,קוֹלוֹסָלִי,"colossal.  [Fren. colossal, formed from L. colossus (= a gigantic statue, colossus), from Gk. kollosos, a word borrowed from an Aegean language. For the ending – al see adj. suff. ‘–al’ in my CEDEL, for the ending □ִי see suff. □ִי in this dictionary.] | ",True,[]
141,koniesthai,אבק," to embrace, wrestle.  [Aram. אֲבַק (= he entangled, twisted). Prob. related to חבק. Some scholars derive נֶאֳבַק (= he wrestled) from אָבָק (= dust), so that its original meaning would have been ‘he got dusty (through wrestling)’, and compare the sentence וֶהֱוֵי מִתֽאַבֵּק בַּעֲפַר רַגְלֵיהֶם, ‘cover yourself with the dust of their feet’. For sense development refer to Gk. koniesthai (= to cover oneself with dust — said of wrestlers; whence the secondary meaning ‘to prepare for combat’), from konis (= dust). See אבק II. It is interesting that Joshua ben Levi gives both derivations of the verb וַיִּאָבֵק (Gen. 32:24), and that Rashi, in his commentary to this verse, connects וֵיֵּאָבֵק with Aram. אֲבַק, which is identical with the first derivation given by Joshua ben Levi.]  | — Qal . אָבַק  he embraced, clasped, wrestled with.  — Niph.  נֶאֱבַק  he wrestled, struggled, fought.  — Hith.  הִתֽאַבֵּק  (of s.m.).  ",True,[]
24231,kyan,צִיאָן,"cyanide (chemistry).  [Gk. kyan, from kyanos (= dark blue enamel, lapis lazuli, the dark blue color) a foreign word connected with Hitt. kuwanna(n) (= copper, copper blue, ornamental stone).] | ",True,[]
27150,lanche,רֹֽמַח," spear, lance.  [Related to JAram. and Syr. רוּמְחָא, Arab. rumḥ and Ethiop. ramḥ (of s.m.). Egypt. mrḫ, possibly also Gk. lanche, are Sem. loan words.] | ",True,[]
12783,legna,לִגְנָה," strip of field, furrow.  [Prob. from Gk. legna (= a measure of length).] | ",True,[]
12911,lenteon,"לוּנְטִית,  אֲלוּנְטִית","bathing sheet, towel.  [Formed with suff. □ִית from Gk. lenteon, L. linteum (= linen cloth), from L. linum (= flax), for whose etymology see ‘linen’ in my CEDEL.] | ",True,[]
12853,ligein,לוּדָר,"gladiator.  [Together with Syr. לוּדָרָא borrowed from L. lūdārius, lūdius (= gladiator), from lūdus (= play, game, sport, pastime), from Old L. loidos, which is related to lūdere (= to play, sport, frolic), and cogn. with Gk. ligein (= to play), loidoros (= abusing, insulting), loidorein (= to abuse, insult). [For sense development cp. Ger. Schimpf (= joke, amusement), whence Ger. Schimpf (= disgrace, insult).] | ",True,[]
13085,litheon,לִיתְיוּם,"lithium (chemistry).  [Modern L. lithium, from lithia, which was changed from lithion (an earlier name for lithia), a word derived from Gk. litheon, neuter of litheios (= stony), from lithos (= stone), which is of unknown origin. The name was suggested by the Swedish chemist Baron Jöns Jakob Berzelius (1779–1848) for the fixed alkali discovered by his pupil Johan August Arfvedson in 1817, owing to the former’s belief that this oxide occurred only in minerals. cp. the first element in לִיתוֹגְרַפְיָה and the second element in מוֹנוֹלִית.] | ",True,[]
1248,Lixon,אֲלַכְסוֹן,"diagonal (line).  [Borrowed from Gk. Lixon, neuter loxos (= standing crosswise, oblique). See ‘loxo’ in my CEDEL.]  | ",True,[]
15304,machina,מְכוֹנָה,"machine.  [From. L. māchina (= machine, engine, fabric, frame, device, trick), from Gk. machina, machine (= machine, contrivance, artificial means, expedient). See מֶכָנִי. Influenced in form by מְכוֹנָה I.]  | ",True,[]
17397,martyrologia,מַרְטִירוֹלוֹגְיָה,"martyrology.  [Gk. martyrologia, compounded of Gk. martyros (= witness; martyr), and logos (= word, speech, discourse, account). See ‘martyr’ in my CEDEL, and see לוֹגוֹס.] | ",True,[]
