Unnamed: 0,Entry,Definition,Has_Greek
447,אֲוִירוֹדְרוֹם,"airdrome.  [A hybrid coined on the analogy of Eng. aerodrome from Heb. אֲוִיר (= air), and Gk. dromos (= course). See ‘dromedary’ in my CEDEL.] | ",True
465,אוֹלִיגַרְכְיָה,"oligarchy.  [Gk. oligarchia (= government by a few persons, oligarchy), from oligarches (= oligarch), which is compounded of oligos (= small, little; in the pl. ‘few’), and archos (= leader, chief, ruler). See ‘oligo-’ and ‘-arch’ in my CEDEL.] | ",True
466,אוֹלִימְפְּיָאדָה," Olympiad.  [Gk. Olympias, from olympia (a district in Elis in ancient Greece, where the Olympian games were held), from f. of olympios (= pertaining to Olympus or Olympia), from olympos (= Olympus), which is of unknown etymology.] | ",True
480,אוֹמָן,"row of corn in the field.  [Of uncertain origin; possibly related to Arab. ’immān (of s.m.), or a loan word from Gk. ogmos (= row, line), which stands in gradational relationship to agein (= to lead), for whose etymology see ‘agent’ (adj.) in my CEDEL.] | ",True
487,"אוֹן,  אוֹנָה,  אוֹנִי"," deed of purchase.  [Gk. one (= buying, purchasing; deed of purchase), which is cogn. with Old I. vasnáh (= purchase money), vasnám (= reward), L. vēnum or vēnus (= sale), vēnālis (= that which can be bought). See ‘venal’ in my CEDEL. cp. the second element in אַפֽסַנְיָה.] | ",True
491,אֶוַנְגֶּלְיוֹן,"Evangel, Gospel.  [Gk. euaggelion (= reward of good tidings; gospel), from euaggelos (= bringing good news), from eu (= well), and aggelos (= messenger). See ‘eu-’ and ‘angel’ in my CEDEL and cp. אַנֽגַּרְיָה.] | ",True
494,אוֹנוֹמָטוֹפֵּיָה,"onomatopoeia.  [Late L. onomatopoeia, from Gk. onomatopoiía (= the formation of a word in imitation of a sound; lit.: ‘name-making’), from onoma, gen. onomatos (= name), and a derivative of poiein (= to make). See נוֹמִינָלִי and פִּיּוּט.] | ",True
511,"אוּנְקְיָא,  אוּנְקְיָה"," ounce.  [Gk. ounkia, from L. uncia (= the sixteenth part of a pound, an ounce), from oinicia, oincia (lit.: ‘unity’), and related to L. ūnus (= one). See ‘uncia’ in my CEDEL. cp. אוֹקֽיָה, אִינְץ׳.] | ",True
512,"אוּנְקָל,  אוּנְקְלִי","hook.  [A loan word from Gk. ankyle (= bend of the arm, hook), which is related to ankylos (= crooked, curved), ankol (= elbow), and cogn. with L. ancus (= crooked, curved), angulus (= angle, corner). See ‘angle’ (corner), and ‘angle’ (fishhook) in my CEDEL.] | ",True
514,אוֹסְמִיּוֹן,"osmium (chemistry).  [Modern L. osmium, coined by its discoverer, the English chemist Smithson Tennant in 1803 from Gk. osme (= smell, odor), which is cogn. with L. odor (= smell, odor); so called because of the strong odor of its oxide. See ‘odor’ in my CEDEL and cp. ‘osmium’ and words there referred to ibid.] | ",True
524,אוֹפְּטוֹמֶטְרִיָּה,"optometry.  [Compounded of Gk. optos (see אוֹפְּטִי) and - metria (= measure of), from metron (= measure). See ‘metry’ in my CEDEL.] | ",True
525,אוֹפְּטִי,"optic, optical.  [Formed with adj. suff. □ִי from Gk. optos (= seen; visible), verbal adj. of opsomay (= I shall see), whence also ops, gen. opos (= eye, face), opsis (= sight). See ‘optic’ in my CEDEL.] | ",True
531,אוֹפְּטִיקָה,"optics.  [Ultimately from Gk. ta optika (= optics), neuter pl. of optikos (= pertaining to the eyes or sight), from optos (= seen, visible). See אוֹפּֽטִי.] | ",True
533,"אוֹפְּיוּם,  אוֹפְיוֹן","opium.  [L. opium, resp. directly from Gk. opion (= poppy juice), from Gk. opos (= vegetable juice).] | ",True
553,אוֹקְטָאֶדֶר,"octahedron (geometry).  [Gk. oktaedron, neuter of the adjective oktaedros (= eight-sided), compounded of okta- (= eight) and edra (= seat; base, side, face). See ‘octa-’ and ‘hedron’ in my CEDEL.] | ",True
556,אוֹקְטָן,"octane (a hydrocarbon of the methane series C 8H 18).  [Coined from Gk. oct-, combining form meaning ‘eight’, and - ane, suff. used to form names of saturated hydrocarbons.] | ",True
558,אוֹקְיָנוֹס,"ocean.  [Gk. okeanos (= the great river encompassing the whole earth), hence ‘the great Outward Sea’ (opposed to the Inward or Mediterranean), the Ocean, which is of uncertain etymology.] | ",True
569,אוֹרְגְּיָה,"orgy.  [Gk. orgia (= secret rites, orgies), related to organon (= instrument). See אוֹרֽגָּן and אוֹרְגָּנִי.] | ",True
570,אוֹרְגָּן,"organ.  [From L. organum, from Gk. organon (= instrument; bodily organ; musical instrument), which is related to orgia (= secret rites, orgies), and in gradational relationship to ergon (= work).] | ",True
571,אוֹרְגָּנִי,"organic.  [Formed with adj. suff. □ִי from Gk. organon (= instrument, implement, tool, engine; a musical instrument which derives from IE base *werĝ- (= work, to work), whence also Gk. ergon (= work). See ‘ergon’ in my CEDEL and cp. אֶרֽגְּ in this dictionary. cp. also ארגן.] | ",True
572,אוֹרְדִּינָטָה,"ordinate (mathematics).  [L. līnea ōrdināta (= parallel line), f. p. part. of ōrdināre (= to set in order, arrange; to order), from ōrdō, gen. ōrdinis (= a straight row, regular series, order, class, rank) which is cogn. with Gk. ordein (= to begin a web); prob. derived from IE base *ar- (= to join). See ‘article’ in my CEDEL and cp. ‘order’ ibid.] | ",True
586,אֹורָטוֹר,"orator.  [L. ōrātor (= speaker, orator), from ōrātus, p. part. of ōrāre (= to speak, pray, beseech), which prob. derives from the IE imitative base *ōr-, *’r-, appearing also in Homeric Gk. are (= I pray). cp. אוֹרָטוֹרְיָה. cp. also אוֹרַקְל.] | ",True
592,אוֹרְיוֹן,"Orion.  [Gk. Orion, of uncertain origin.] | ",True
607,"אוֹרְלוֹגִין,  אוֹרוֹלוֹגִין","clock, horologe, timepiece.  [Gk. orologion (lit.: ‘that which tells the hour’), from ora (= hour), and logos (= telling, saying). Gk. ora is cogn. with Avestic jare (= year), L. hōrnus, for *hōyōrinos (= of this year). See ‘year’ in my CEDEL. Gk. logos derives from the stem of legein (= to pick up, choose; to speak, declare); see לוֹגוֹס.] | ",True
609,אוּרָנוּס,"1 the god of heaven, husband of Gaia, the Earth goddess (Greek mythology). [L., from Gk. Ouranos, from ouranos (= heaven, sky), which prob. is cogn. with Old I. Várunah (= the god of the evening sky) in Hindu mythology. cp. אוּרַנְיוּם.]2 name of a planet.  [L., from Gk. Ouranos, from ouranos (= heaven, sky), which prob. is cogn. with Old I. Várunah (= the god of the evening sky) in Hindu mythology. cp. אוּרַנְיוּם.] | ",True
611,אוֹרְנִיתוֹלוֹג,"ornithologist.  [Gk. ornithologos (= one who speaks of birds), compounded of ornis, gen. ornithos (= bird), and - logos (see לוֹגוֹס).] | ",True
612,אוֹרְנִיתוֹלוֹגְיָה,"ornithology.  [Modern L. ornithologia, from Gk. ornithologos. See אוֹרֽנִיתוֹלוֹג and suff. □יָה.] | ",True
619,אוֹרְתּוֹגְרַפְיָה,"orthography.  [Gk. orthographia (= correct writing), compounded of orthos (= right, correct), and - graphia (see גְרַפְיָה).] | ",True
620,"אוֹרְתּוֹדוֹקְס,  אוֹרְתּוֹדוֹכְּס","orthodox.  [Gk. orthodoxos (= having the right opinion), from orthos (= right) and doxa (= opinion), which stands for doksa and is related to dokein (= to seem good, to seem, think, believe). See ‘decent’ in my CEDEL and cp. דוֹצֶנְט.] | ",True
622,אוֹרְתּוֹדוֹקְסְיָה,"orthodoxy.  [Gk. orthodoxia (= right opinion), from orthodoxos (see אוֹרְתּוֹדוֹקְס).] | ",True
625,אוֹרְתּוֹפֶּדְיָה,"orthopedics.  [Formed from Gk. orthos (= straight, right) and pais, gen. paidos (= child), which derives from IE base pěu- (= small, little, few). See ‘few’ in my CEDEL and cp. ‘pedo-’ ibid.] | ",True
641,אַזְבֶּסְט,"asbestos.  [Gk. asbestos (lit.: ‘unquenchable, inextinguishable’), from pref. a-, and sbestos, verbal adj. of sbennunai (= to quench, extinguish), which derives from IE base *gwes- (= to quench, extinguish).]  | ",True
647,אֵיזוֹבָא,", Syr. זוּפָא (of s.m.), prob. also to Akka. zūpu (= ‘a garden plant’). Arab. zūfā, Ethiop. ’azōb (= hyssop), and Gk. hyssopos (= an aromatic plant) are Heb. loan words. See ‘hyssop’ in my CEDEL.]   | ",True
651,אֶזוֹטֶרִי,"esoteric.  [Gk. esoterikos (lit.: ‘pertaining to those within’), from esotero (= more within), comparative of eso (= within), which is related to eś, eis (= into), and to en (= in). For the ending see suff. □ִי.] | ",True
667,אִזְמֵל," cutting tool, knife.  [Formed from prosthetic א□ from Gk. smile (= cutting tool, chisel, knife — whence also Syr. זְמֶלְיָא, זְמַלְיָא — which derives from IE base *smēi-, *smī- (= to carve, cut). (See ‘smith’ in my CEDEL). Arab. ’izmīl (= shoe-knife) is a Syr. loan word.] | ",True
668,אִזְמָדַגְדְּ,emerald.  [Formed with prosthetic א from Gk. smaragdos which itself is of Sem. origin. See בָּרֶקֶת.] | ,True
776,אָטוֹם,"atom.  [Ultimately from Gk. atomos (= atom), properly ‘uncut, indivisible’, from privative pref. a- and tomos, from temnein (= to cut), which derives from IE base *tem-, *tm (= to cut). cp. ‘tome’ in my CEDEL. cp. also the second element in אֲנָטוֹמֽיָה.]  | ",True
781,אֵטוּן," thread, yarn, cord.  [Of uncertain etymology. It is possibly a loan word from Egypt. ’dmy (= linen of red color). Gk. othone (= fine white linen), is prob. borrowed from Heb.] | ",True
787,אֶטְיוֹלוֹגְיָה,"etiology.  [Late L. aetiologia, from Gk. aitiologia (= an inquiring into causes), from aitiologein (= to inquire into causes), from aitia (= cause), and logia (see □לוֹגְיָה.] | ",True
793,אֶטִימוֹלוֹגְיָה,"etymology.  [Ultimately from Gk. etymologia, properly ‘the study of the true sense of a word’, compounded of etymon (= the true sense of a word according to its origin), properly neuter of etymos (= true), and - logia. See □לוֹגְיָה.] | ",True
800,אִטְלִיז,"1 butcher shop. [A secondary form of אַטְלִיז, itself an alteration of קַטְלִיז (of s.m.), which is borrowed from Gk. katalysis (= dissolution, putting down; unyoking of the draft animals of a caravan; place where such animals are unyoked; resting, lodging; guest chamber; caravanserai), from katalyein (= to dissolve), which is formed from kata (= down), and lyein (= to loose, loosen). See ‘catalysis’ in my CEDEL.]2 a group of booths put up for a fair or bazaar; fair, bazaar.  [A secondary form of אַטְלִיז, itself an alteration of קַטְלִיז (of s.m.), which is borrowed from Gk. katalysis (= dissolution, putting down; unyoking of the draft animals of a caravan; place where such animals are unyoked; resting, lodging; guest chamber; caravanserai), from katalyein (= to dissolve), which is formed from kata (= down), and lyein (= to loose, loosen). See ‘catalysis’ in my CEDEL.] | ",True
801,אַטְלַס,"Atlas (one of the Titans in Gk. mythology).  [L. Atlas (gen. Atlantis), from Gk. Atlas (gen. Atlantos), which stands for A-tlas and lit. means ‘the bearer (of Heaven)’.] | ",True
810,אַטְמוֹסְפֵירָה,"atmosphere.  [Ultimately from Eng. atmosphere, which was first coined by the English bishop and scientist John Wilkins in 1638 with reference to the moon (which in reality has no atmosphere). The word atmosphere was formed from Gk. atmos (= steam, vapor), and aphaira (= ball, globe, sphere). Gk. atmos is a contraction of aetmos, which prob. is related to aella (= tempest, whirlwind), from IE base *wē- (= to blow). See ‘wind’ (air in motion) in my CEDEL. For the second element see סְפֵירָה.  | ",True
814,אַטְרוֹפְיָה,"atrophy (disease).  [Gk. atrophia (= want of food), from atrophos (= not nourished, ill-fed), from privative pref. a- and trophe (= food, nourishment), which stands in gradational relationship to trephein (= to make solid, thicken, congeal, curdle; to nourish; lit.: ‘to make thick’), from IE base *dhrebh- (= to make firm, curdle). See ‘draff’ in my CEDEL and cp. ‘trophic’ ibid. cp. also הִיפֶּרְטֽרוֹפֽיָה.] | ",True
816,אִטְרִיָּה,"vermicelli.  [From Aram. אִטֽרִי, אִטְרִיתָא, whence also Arab. ’iṭruyyah (= vermicelli), from Gk. itrion (= a kind of cake), which is of unknown origin.] | ",True
829,אֵיבוֹלוּצְיָה,"evolution.  [L. ēvolūtio (= an unrolling of a scroll, an opening of a book), from ēvolūtus, p. part. of ēvolvere (= to unroll, unfold), from ē (= out of; see אֶקְס־), and volvere (= to roll), which derives from IE base *welu, *welw-, enlargement of *wel-, *wal- (= to bend, turn, twist, roll), whence also Gk. eilein (= to roll, turn, twist). cp. ‘volute’ in my CEDEL. For the ending of אֵיבוֹלוּצְיָה see suff. □יָה. cp. רֶבוֹלוּצֽיָה.] | ",True
830,אִיבִּיס,"ibis.  [L. ībis, from Gk. ibis, from Egypt. hīb.] | ",True
837,אִידֵאָה,"idea.  [Ultimately from Gk. idea (= form, kind, sort, nature, class, species, opinion, notion, idea, ideal form). The original pre-Platonic meaning is ‘look, semblance’. Gk. idea prob. derives from idein (= to see) which is related to oida (= I know), eidon (= I saw), eidos (= form, shape; lit.: ‘that which is seen’), eidolon (= knowing, learned), and cogn. with L. videre (= to see). See וִיזָה and cp. אִידִילְיָה.] | ",True
838,אִידֵאוֹלוֹגְיָה,"ideology.  [Fren. idéologie, coined by the French philosopher Destutt de Tracy (1754–1836), from Gk. idea (see אִידֵיאָה) and logia (see □לוֹגְיָה).] | ",True
839,אִידֵאָל,"ideal.  [Fren. idéal (n.), from idéal (adj.), from Late L. ideālis, from idea, from Gk. idea. See אִידֵאָה. For the suff. - ālis see adj. suff. ‘-al’ in my CEDEL.]  | ",True
846,אִידְיוֹט,"idiot.  [Fren. idiot, from L. idiōta, from Gk. idiotes (= private person, one not holding office, layman, an ignorant). See הֶדְיוֹט.]  | ",True
849,אִידְיוֹם,"idiom.  [Ultimately from Gk. idioma (= peculiarity, esp. peculiarity in a language), from idioumai (= I make my own), from idios (= one’s own). See הֶדֽיוֹט.]  | ",True
